Experiment,State,test_balanced_accuracy,crossvalidate.features,model.n_estimators,model.max_depth,model.max_features,model.max_leaf_nodes,model.min_samples_leaf,model.min_weight_fraction_leaf,data/features.pkl,data/features_rank.pkl,data/train_features.pkl
tatty-lamb,Success,0.7845379605723035,200,200,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
shier-airt,Success,0.7801895895284192,200,100,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tarry-lahs,Success,0.7868833867426606,200,50,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
afoul-term,Success,0.7837841933493932,200,1000,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
platy-rasp,Success,0.7861083799933549,200,500,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
agley-jiao,Success,0.7847721553697996,200,200,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
world-inti,Success,0.7827793818339014,200,100,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
abuzz-sere,Success,0.7767301609518444,200,50,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hated-shes,Success,0.7729337364508209,200,1000,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
funky-dunt,Success,0.7717526283328404,200,500,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
astir-cors,Success,0.7724106010000866,200,200,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
manky-taro,Success,0.7702697353891947,200,100,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
genic-firm,Success,0.7694892069626647,200,50,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
beery-delf,Success,0.7906808249358441,200,1000,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
surly-shes,Success,0.7915027150228554,200,500,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
japan-prob,Success,0.7899053204307027,200,200,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
weepy-clip,Success,0.7828309497381672,200,100,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
welsh-hymn,Success,0.790723658863653,200,50,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
edged-tass,Success,0.794704061628283,200,1000,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
zesty-tare,Success,0.7972270924194018,200,500,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sudsy-tyke,Success,0.7952864699280464,200,200,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pukka-ruby,Success,0.7856572059131014,200,100,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
jumpy-sled,Success,0.7839955313708611,200,50,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dying-aits,Success,0.7967711038102111,200,1000,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pious-veer,Success,0.7970540557241715,200,500,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
shill-ludo,Success,0.7980174160239221,200,200,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
snaky-runs,Success,0.7911689352618594,200,100,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lushy-vows,Success,0.7931607224278417,200,50,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mangy-gear,Success,0.7274145664685717,200,1000,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
spiny-vlei,Success,0.7288806060338914,200,500,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mixed-loge,Success,0.7295920253905658,200,200,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
solid-ally,Success,0.7269133082823532,200,50,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tight-tamp,Success,0.7272127462000384,200,1000,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sarky-glee,Success,0.7323926599879818,200,500,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
splay-boat,Success,0.7275182235147305,200,200,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bandy-shay,Success,0.7307127997264704,200,100,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
round-aged,Success,0.7281791844348875,200,50,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
acerb-tils,Success,0.7278462171875264,200,1000,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
snaky-glop,Success,0.7281756804809163,200,500,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
zippy-doxy,Success,0.7277985944553385,200,200,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bowed-hobo,Success,0.727951137466261,200,100,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tenty-army,Success,0.7251006655406567,200,50,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
webby-slue,Success,0.7284164743594739,200,1000,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fuggy-wens,Success,0.7287399606269241,200,500,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dural-bait,Success,0.7275613420674867,200,200,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sunny-mung,Success,0.7199023106973963,200,100,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
reedy-mate,Success,0.7185351833603802,200,50,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
weest-wins,Success,0.7309209430985502,200,1000,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
shier-wino,Success,0.7302844780824369,200,500,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pappy-pope,Success,0.7301160388572491,200,200,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
prime-acne,Success,0.7310184865120896,200,100,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
round-wins,Success,0.7312456023486902,200,50,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
felon-view,Success,0.7345562466033695,200,1000,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pagan-pall,Success,0.7350202891497528,200,500,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
itchy-mesh,Success,0.7368176420877379,200,200,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
duple-pour,Success,0.7295626941426112,200,100,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lairy-clog,Success,0.7286235951111542,200,50,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
minim-mete,Success,0.7315420210133576,200,1000,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wacky-tans,Success,0.7366351739916791,200,500,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
saved-thaw,Success,0.7378697985914929,200,200,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
brisk-vina,Success,0.7307636354611207,200,100,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
piney-puds,Success,0.737305462984339,200,50,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tipsy-agio,Success,0.7363175639479905,200,1000,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
crude-hood,Success,0.7358921829430081,200,500,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
apeak-myth,Success,0.730383754401094,200,200,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
vying-hems,Success,0.7342600648078272,200,100,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
nodal-grip,Success,0.7361628828891079,200,50,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
peppy-dita,Success,0.7284905128082032,200,1000,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
liney-jiao,Success,0.7291324773014862,200,500,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pavid-gram,Success,0.7367379525256388,200,200,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fated-hour,Success,0.726403943184096,200,100,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
doped-yack,Success,0.7335565634124634,200,50,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
salic-tods,Success,0.7375612023738656,200,1000,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mired-expo,Success,0.735884664839964,200,500,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
basic-jird,Success,0.7380546768330811,200,200,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
alpha-toms,Success,0.7359862718368142,200,100,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fiery-tote,Success,0.7379880353443155,200,50,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
prize-boll,Success,0.7398096710029696,200,1000,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dotal-brio,Success,0.737389565883207,200,500,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gauge-soke,Success,0.7374772522841764,200,200,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
angry-lift,Success,0.7332958128008312,200,100,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ethic-jake,Success,0.7344715393825678,200,50,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
idled-drab,Success,0.7365097356866774,200,1000,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
eerie-cool,Success,0.7355548051686396,200,500,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
forky-soja,Success,0.7422150886227922,200,200,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
spent-daff,Success,0.743153581769038,200,100,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
loved-tart,Success,0.7322881223863899,200,50,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
grand-zila,Success,0.7327836973506738,200,1000,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dizzy-here,Success,0.7344416254096666,200,500,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dusty-gyro,Success,0.7341614908634607,200,200,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
aided-soja,Success,0.7339754547416553,200,100,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
waste-book,Success,0.7376843926955194,200,50,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
crumb-sida,Success,0.740689496797605,200,1000,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gauzy-harl,Success,0.7381369369862034,200,500,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
niffy-aqua,Success,0.7377734150926349,200,200,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hyoid-scab,Success,0.7385045639294292,200,100,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
amort-heel,Success,0.7265370177400365,200,50,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unfed-tuts,Success,0.7372190802804768,200,1000,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tipsy-leak,Success,0.7400516848807395,200,500,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
flown-snot,Success,0.7363828502450296,200,200,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
matte-alto,Success,0.7331447133745789,200,100,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
taunt-jive,Success,0.7357401599624708,200,50,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
stung-moms,Success,0.7397172723487668,200,1000,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
burry-lich,Success,0.7366717912362366,200,500,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sulky-raps,Success,0.7320139751599026,200,200,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
umber-gobs,Success,0.7407595179382731,200,100,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
frank-azan,Success,0.7343042625463517,200,50,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
crude-gust,Success,0.6824665426332396,200,1000,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rusty-boat,Success,0.6808265218551379,200,500,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
found-bang,Success,0.6784711593900463,200,200,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
aided-pang,Success,0.6794186419582118,200,100,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
soapy-keek,Success,0.6792517447548219,200,50,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
weepy-salp,Success,0.6800846944701242,200,1000,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pavid-peer,Success,0.6837561302898816,200,500,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
vapid-mows,Success,0.6840265077166677,200,200,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
color-wads,Success,0.68442787795274,200,100,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bared-awns,Success,0.6843867376385607,200,50,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
world-lush,Success,0.6799794652641086,200,1000,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
silly-brio,Success,0.6789743190884294,200,500,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
awash-myth,Success,0.6889318529227151,200,200,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
phony-mays,Success,0.6811029263952321,200,100,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
crude-iglu,Success,0.6798978448018949,200,50,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
skint-snib,Success,0.679615814882243,200,1000,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
muddy-tass,Success,0.6805626862417411,200,500,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
woozy-wins,Success,0.6808308006823337,200,200,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
refer-snap,Success,0.6910385391141052,200,100,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
scrap-yoni,Success,0.6776976020381231,200,50,3,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
loyal-hits,Success,0.6845312599179237,200,1000,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
zingy-bott,Success,0.6882862702408307,200,500,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
riven-jock,Success,0.6766405464560311,200,200,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dowdy-keys,Success,0.6738429752683224,200,100,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
varus-flap,Success,0.6847249670571284,200,50,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
swept-smut,Success,0.6840113565258673,200,1000,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
riled-pupa,Success,0.6804770548066069,200,500,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dowie-lava,Success,0.6784532905107417,200,200,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
